Date,Week,Marketplace,Product URL,Product ID,Brand,Title,MRP,Selling Price,Discount %,Product Ratings,Category,Sub Category,Division,Product Type,No of Total Sizes,Total Sizes,No of Available Sizes,Available Sizes,No of Non Available Sizes,Non Available Sizes,Product Details,Fabric,No of Offers,Total Offers,No of Images,Image URL,In Stock,Count of Ratings,Count of Reviews,Seller URl,Current_Size,No of Colors,Total Colors,Bestseller Rank,Rank Detail,Ques,COD,Description
2023-02-24,4,Myntra,https://www.myntra.com/10787892?bm-verify=AAQAAAAG_____8LQQeTwxAD9p09ll0rI5dCkqQut1t0Y8vSP0rKvWdnVa9UWVPBNOdjKFdaUEICcOXwadmlkrIJc9BDVz6LxGyOfDX1m-d_noFmfiJU2qcurcziQ-fbwKV8_DOgfCSNBhKnh7pamfFag8mGjc3Ho9r5x07kU9N1GRNHiIhn_yJI0ekqRE_Je88HPtwlu1GG6VvZ4nn_ZslNBU2Kxg5QoNmUAuFqSasgPRoNipu_Xfw,10787892,Urbano Fashion,Men Grey Slim Fit Mid-Rise Clean Look Stretchable Jeans,1599,703,,3.9,Clothing,Jeans,Men,Urbano Fashion,7,"[['28', '30', '32', '34', '36', '38', '40']]",7,"[['28', '30', '32', '34', '36', '38', '40']]",0,[[]],"{'Add-Ons': 'NA', 'Body or Garment Size': 'To-Fit Denotes Body Measurements in', 'Brand Fit Name': 'NA', 'Closure': 'Button and Zip', 'Distress': 'Clean Look', 'Effects': 'None', 'Fabric': 'Cotton', 'Fabric 2': 'Elastane', 'Fabric 3': 'NA', 'Fade': 'Light Fade', 'Features': 'NA', 'Fit': 'Slim Fit', 'Length': 'Regular', 'Number of Pockets': '5', 'Occasion': 'Casual', 'Reversible': 'No', 'Shade': 'Medium', 'Stretch': 'Stretchable', 'Type of Distress': 'NA', 'Waist Rise': 'Mid-Rise', 'Waistband': 'With belt loops', 'Wash Care': 'Machine Wash'}",Cotton,1,"[['Pay on delivery might be available', 'Easy 30 days returns and exchanges', 'Try & Buy might be available']]",6,http://assets.myntassets.com/assets/images/10787892/2022/11/4/84265595-4d6c-4233-9bd5-05dfad0c7f5d1667538028931-Urbano-Fashion-Men-Grey-Slim-Fit-Mid-Rise-Clean-Look-Stretch-1.jpg,Yes,257,,Imperial Online Services Pvt. Ltd.,,,,,,,,
